,custid,retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city
13192,ELHEYJ,0,2013-07-05,2013-09-12 00:00:00,2013-09-12 00:00:00,1,100.0,0.0,65.88,0.0,1,0,0,Friday,DEL
13193,L5TWN7,1,2013-09-12,2013-09-23 00:00:00,2013-10-09 00:00:00,37,40.54054054,16.21621622,37.4,0.125,1,0,1,Tuesday,MAA
13194,M9MHLY,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,3,33.33333333,0.0,40.02,0.0,1,0,0,Wednesday,BOM
13195,64GW5C,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,2,50.0,0.0,80.27,0.0,1,0,0,Friday,DEL
13196,NUDRE5,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,17,35.29411765,17.64705882,40.02,0.0,1,0,0,Monday,BOM
13197,ZEK2MZ,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,3,100.0,33.33333333,40.02,0.0,1,0,0,Friday,BOM
13198,PLFAVP,0,2013-08-08,2013-09-12 00:00:00,2013-09-12 00:00:00,4,25.0,0.0,40.02,0.0,1,0,0,Friday,DEL
13199,KW9B3B,1,2013-09-12,2013-11-18 00:00:00,2013-11-18 00:00:00,56,5.357142857,0.0,140.34,0.0,1,1,0,Thursday,DEL
13200,ERHG42,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,38,28.94736842,0.0,40.02,0.0,1,0,0,Friday,BOM
13201,SPSU82,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,3,0.0,0.0,40.02,0.0,1,0,0,Friday,BOM
13202,3SCX7A,1,2013-09-12,2013-09-15 00:00:00,2013-09-15 00:00:00,45,8.888888889,2.222222222,40.02,0.0,1,0,0,Thursday,BOM
13203,PVVL5P,1,2013-09-12,2013-09-12 00:00:00,2013-10-17 00:00:00,40,20.0,2.5,47.52,0.114285714,1,0,0,Friday,BOM
13204,SJMV5A,1,2013-09-12,2013-12-18 00:00:00,2013-12-18 00:00:00,35,54.28571429,5.714285714,40.02,0.0,1,0,0,Thursday,DEL
13205,53XZA2,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,3,33.33333333,0.0,65.47,0.0,1,0,0,Monday,BOM
13206,UBVBZB,1,2013-09-12,2013-09-14 00:00:00,2013-09-14 00:00:00,36,19.44444444,13.88888889,40.02,0.0,1,0,0,Tuesday,BOM
13207,L33HM6,1,2013-09-11,2013-09-12 00:00:00,2013-09-12 00:00:00,34,8.823529412,0.0,40.02,0.0,1,0,0,Monday,BOM
13208,TR4L9K,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,3,0.0,0.0,40.02,0.0,1,0,0,Friday,BOM
13209,R2UDKM,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,4,0.0,0.0,129.28,0.0,1,0,0,Friday,MAA
13210,ZYPAEB,1,2013-09-12,2013-09-12 00:00:00,2013-09-25 00:00:00,29,37.93103448,0.0,57.12,0.230769231,1,0,0,Friday,BOM
13211,QHEDYA,0,2013-08-26,2013-09-12 00:00:00,2013-09-12 00:00:00,4,75.0,0.0,40.02,0.0,1,0,0,Friday,DEL
13212,WB2ZFF,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,4,50.0,25.0,40.02,0.0,1,0,0,Friday,BOM
13213,2MFVNA,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,4,0.0,0.0,40.02,0.0,1,0,0,Friday,BOM
13214,AG2LB5,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,2,100.0,0.0,40.02,0.0,1,0,0,Friday,BOM
13215,VCD2NM,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,36,2.777777778,0.0,60.91,0.0,1,0,0,Friday,BOM
13216,N3NJGM,1,2013-09-12,2013-09-12 00:00:00,2013-09-24 00:00:00,37,13.51351351,0.0,48.25,0.166666667,1,0,0,Friday,BOM
13217,4B53FV,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,0,0.0,0.0,40.02,0.0,1,0,0,Friday,BOM
13218,89ANHR,1,2013-09-12,2013-10-16 00:00:00,2013-10-16 00:00:00,33,57.57575758,6.060606061,38.36,0.0,1,0,0,Tuesday,BLR
13219,BT6YEH,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,5,0.0,0.0,40.02,0.0,1,0,0,Friday,BOM
13220,2A6SV6,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,4,0.0,0.0,40.02,0.0,1,0,0,Friday,BOM
13221,F4XX24,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,4,0.0,0.0,40.02,0.0,1,0,0,Friday,BOM
13222,3QDJG5,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,3,0.0,0.0,40.02,0.0,1,0,0,Monday,BOM
13223,QELPBZ,0,2013-09-12,2013-10-16 00:00:00,2013-10-16 00:00:00,10,80.0,20.0,29.21,0.0,1,0,0,Thursday,BLR
13224,MR9J48,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,45,4.444444444,0.0,40.02,0.0,1,0,0,Tuesday,BOM
13225,E4S52W,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,38,0.0,0.0,40.02,0.0,1,0,0,Tuesday,BOM
13226,R7RFX5,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,46,4.347826087,0.0,40.02,0.0,1,0,0,Friday,BOM
13227,JRT8DY,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,2,100.0,0.0,40.02,0.0,1,0,0,Tuesday,BOM
13228,8YH9H7,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,6,16.66666667,0.0,80.28,0.0,1,0,0,Tuesday,DEL
13229,QNXJ2D,1,2013-09-12,2013-10-17 00:00:00,2013-10-17 00:00:00,43,4.651162791,2.325581395,49.87,0.0,1,0,0,Saturday,BLR
13230,MG5RUE,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,24,79.16666667,58.33333333,40.02,0.0,1,0,0,Monday,BOM
13231,2E6PWB,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,4,0.0,0.0,40.02,0.0,1,0,0,Friday,BOM
13232,CA6PX2,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,37,10.81081081,0.0,40.02,0.0,1,0,0,Monday,BOM
13233,AHS4RL,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,2,100.0,0.0,40.02,0.0,1,0,0,Monday,BOM
13234,KRUWZR,0,2013-09-10,2013-09-12 00:00:00,2013-09-12 00:00:00,3,0.0,0.0,40.02,0.0,1,0,0,Friday,BOM
13235,CJ6ZPY,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,32,34.375,0.0,82.35,0.0,1,0,0,Thursday,BOM
13236,E724D3,0,2013-08-23,2013-09-02 00:00:00,2013-09-02 00:00:00,13,76.92307692,15.38461538,40.0,0.0,1,0,0,Thursday,MAA
13237,ETPABS,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,3,0.0,0.0,40.22,0.0,1,0,0,Monday,BOM
13238,EF3J5G,0,2013-08-30,2013-09-13 00:00:00,2013-09-13 00:00:00,10,100.0,0.0,40.0,0.0,1,0,0,Tuesday,MAA
13239,HEC9EQ,1,2013-09-12,2013-10-01 00:00:00,2013-10-01 00:00:00,34,35.29411765,2.941176471,91.1,0.0,1,0,0,Wednesday,BOM
13240,DHGJTL,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,44,4.545454545,2.272727273,40.02,0.0,1,0,0,Monday,DEL
13241,3P57C8,1,2013-09-12,2013-10-16 00:00:00,2013-10-16 00:00:00,43,9.302325581,2.325581395,29.12,0.0,1,0,0,Tuesday,MAA
13242,K7S62X,0,2013-09-12,2013-09-20 00:00:00,2013-09-20 00:00:00,19,10.52631579,5.263157895,29.8,0.0,1,0,0,Tuesday,MAA
13243,6NFRST,1,2013-09-12,2013-09-12 00:00:00,2013-11-25 00:00:00,51,11.76470588,1.960784314,39.87,0.067567568,1,0,0,Tuesday,BOM
13244,ZNNBVA,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,37,5.405405405,5.405405405,40.02,0.0,1,0,0,Wednesday,BOM
13245,4X5B74,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,45,4.444444444,0.0,40.02,0.0,1,0,0,Monday,BOM
13246,RW4RRT,1,2013-09-12,2013-09-12 00:00:00,2013-10-13 00:00:00,30,30.0,0.0,68.14,0.161290323,1,0,0,Wednesday,DEL
13247,BNAYM6,1,2013-09-12,2013-10-16 00:00:00,2013-10-16 00:00:00,32,50.0,9.375,30.5,0.0,1,0,0,Thursday,MAA
13248,NKRZES,1,2013-09-12,2013-10-17 00:00:00,2013-10-17 00:00:00,43,13.95348837,6.976744186,30.51,0.0,1,0,0,Tuesday,MAA
13249,UQC7UU,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,42,7.142857143,0.0,40.02,0.0,1,0,0,Monday,BOM
13250,KE8A7B,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,3,33.33333333,33.33333333,40.02,0.0,1,0,0,Monday,BOM
13251,CK2HWG,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,33,27.27272727,3.03030303,40.02,0.0,1,0,0,Friday,DEL
13252,AW5ZME,1,2013-09-12,2013-09-28 00:00:00,2013-09-28 00:00:00,38,2.631578947,2.631578947,70.97,0.0,1,0,0,Wednesday,MAA
13253,9HWRY7,1,2013-09-12,2013-09-12 00:00:00,2013-10-04 00:00:00,33,36.36363636,3.03030303,48.03,0.090909091,1,0,0,Tuesday,DEL
13254,X4HC8B,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,35,80.0,0.0,40.25,0.0,1,0,0,Friday,BOM
13255,BRCWZZ,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,46,0.0,0.0,40.02,0.0,1,0,0,Friday,BOM
13256,G92N7Y,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,16,12.5,0.0,50.37,0.0,1,0,0,Thursday,MAA
13257,CNKVMD,0,2013-09-12,2013-09-24 00:00:00,2013-09-24 00:00:00,3,33.33333333,0.0,40.02,0.0,1,1,0,Wednesday,BOM
13258,RCXE46,1,2013-09-11,2013-09-13 00:00:00,2013-09-13 00:00:00,11,9.090909091,0.0,90.52,0.0,1,0,0,Thursday,BLR
13259,5M8JK3,1,2013-09-12,2013-09-12 00:00:00,2013-10-03 00:00:00,25,76.0,12.0,203.52,0.095238095,1,0,0,Friday,MAA
13260,78HLKN,0,2013-08-30,2013-09-12 00:00:00,2013-09-12 00:00:00,3,66.66666667,0.0,40.02,0.0,1,0,0,Friday,BOM
13261,9EDZQZ,1,2013-09-11,2013-09-12 00:00:00,2013-09-12 00:00:00,46,10.86956522,4.347826087,40.02,0.0,1,0,0,Monday,BOM
13262,UVNLN8,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,35,34.28571429,8.571428571,97.52,0.0,1,0,0,Friday,BOM
13263,P5QJZD,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,15,26.66666667,0.0,40.02,0.0,1,0,0,Friday,BOM
13264,N2FMEQ,0,2013-09-14,2013-09-14 00:00:00,2013-09-14 00:00:00,2,100.0,0.0,144.9,0.0,1,0,0,Tuesday,BOM
13265,5A6P6V,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,4,0.0,0.0,40.02,0.0,1,0,0,Monday,DEL
13266,QNSQBK,1,2013-09-12,2013-09-22 00:00:00,2013-09-22 00:00:00,23,26.08695652,4.347826087,22.81,0.0,1,0,0,Monday,MAA
13267,3QGBPJ,1,2013-09-12,2013-09-19 00:00:00,2013-09-19 00:00:00,36,0.0,0.0,96.39,0.0,1,0,0,Saturday,MAA
13268,NW4ZYP,1,2013-09-12,2013-09-12 00:00:00,2013-10-03 00:00:00,32,46.875,6.25,36.31,0.095238095,1,0,0,Friday,DEL
13269,LCRNPZ,1,2013-09-12,2013-10-16 00:00:00,2013-10-16 00:00:00,38,23.68421053,10.52631579,29.78,0.0,1,0,0,Thursday,MAA
13270,UFGJHG,1,2013-09-03,2013-09-10 00:00:00,2013-11-11 00:00:00,41,9.756097561,0.0,92.11,0.032258065,1,0,0,Thursday,DEL
13271,SWJY6X,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,3,0.0,0.0,40.02,0.0,1,0,0,Monday,BOM
13272,QJ2CK9,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,35,2.857142857,0.0,40.02,0.0,1,0,0,Monday,BOM
13273,LN3EZQ,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,3,0.0,0.0,45.1,0.0,1,0,0,Friday,BOM
13274,AN66TF,0,2013-09-12,2013-09-13 00:00:00,2013-09-13 00:00:00,2,100.0,0.0,40.4,0.0,1,0,0,Monday,BOM
13275,M3EZYX,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,35,14.28571429,0.0,96.04,0.0,1,0,0,Friday,MAA
13276,Z96MHW,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,45,11.11111111,2.222222222,40.02,0.0,1,0,0,Friday,BOM
13277,QU4LWU,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,39,0.0,0.0,40.02,0.0,1,0,0,Friday,BOM
13278,MU32SE,0,2013-09-12,2013-09-24 00:00:00,2013-10-01 00:00:00,27,40.74074074,18.51851852,60.71,0.285714286,1,0,0,Wednesday,MAA
13279,8299CX,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,3,33.33333333,33.33333333,40.02,0.0,1,0,0,Friday,BOM
13280,T2WPQM,1,2013-09-12,2013-09-16 00:00:00,2013-10-07 00:00:00,27,22.22222222,11.11111111,38.0,0.095238095,1,0,0,Tuesday,MAA
13281,U489QM,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,37,13.51351351,5.405405405,40.02,0.0,1,0,0,Friday,BOM
13282,G5JJAJ,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,3,66.66666667,0.0,52.81,0.0,1,0,0,Friday,BOM
13283,WCZTDL,1,2013-09-12,2013-09-12 00:00:00,2013-09-14 00:00:00,46,0.0,0.0,50.6,1.0,1,0,0,Friday,BOM
13284,2YQT59,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,38,5.263157895,0.0,40.22,0.0,1,0,0,Friday,BOM
13285,FNL8EV,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,5,40.0,0.0,40.0,0.0,1,0,0,Saturday,MAA
13286,KKH84M,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,34,20.58823529,0.0,40.02,0.0,1,0,0,Monday,BOM
13287,3F5RGN,1,2013-09-12,2013-11-01 00:00:00,2013-11-01 00:00:00,41,12.19512195,0.0,40.02,0.0,1,1,0,Thursday,BOM
13288,5W5EBG,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,39,5.128205128,0.0,81.02,0.0,1,0,0,Saturday,MAA
13289,97R6ZY,1,2013-09-12,2013-10-15 00:00:00,2013-10-25 00:00:00,26,92.30769231,26.92307692,53.02,0.2,1,0,0,Wednesday,BOM
13290,8FQGVA,1,2013-09-12,2013-09-12 00:00:00,2013-11-18 00:00:00,49,12.24489796,2.040816327,28.37,0.104477612,1,0,0,Thursday,BOM
13291,EYUR32,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,37,10.81081081,0.0,40.02,0.0,1,0,0,Friday,BOM
13292,Q4QYDQ,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,31,22.58064516,6.451612903,59.08,0.0,1,0,0,Wednesday,BOM
13293,WSUNEK,1,2013-09-12,2013-11-04 00:00:00,2013-11-04 00:00:00,34,79.41176471,29.41176471,52.45,0.0,1,1,0,Thursday,DEL
13294,9Q4WQN,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,3,0.0,0.0,47.28,0.0,1,0,0,Tuesday,BOM
13295,44CU5H,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,13,84.61538462,7.692307692,40.02,0.0,1,0,0,Tuesday,BOM
13296,JUHQKY,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,34,5.882352941,0.0,40.02,0.0,1,0,0,Tuesday,BOM
13297,J4CP93,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,3,0.0,0.0,44.64,0.0,1,0,0,Wednesday,BOM
13298,W75W63,1,2013-09-12,2013-10-22 00:00:00,2013-10-22 00:00:00,25,8.0,4.0,111.31,0.0,1,0,0,Friday,BOM
13299,962EMZ,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,36,16.66666667,0.0,40.02,0.0,1,0,0,Wednesday,BOM
13300,UC295E,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,3,0.0,0.0,40.02,0.0,1,0,0,Thursday,BOM
13301,D5RE9P,1,2013-09-12,2013-09-13 00:00:00,2013-09-13 00:00:00,46,8.695652174,0.0,40.02,0.0,1,0,0,Monday,MAA
13302,2TEA5M,1,2013-09-12,2013-10-01 00:00:00,2013-10-01 00:00:00,36,5.555555556,0.0,29.44,0.0,1,0,0,Wednesday,BOM
13303,W9UM2X,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,37,13.51351351,0.0,40.39,0.0,1,0,0,Friday,DEL
13304,8MC4MQ,1,2013-09-12,2013-10-17 00:00:00,2013-10-17 00:00:00,29,58.62068966,3.448275862,28.9,0.0,1,0,0,Friday,DEL
13305,JY5NX4,1,2013-09-12,2013-12-18 00:00:00,2013-12-18 00:00:00,45,26.66666667,6.666666667,40.02,0.0,1,1,0,Thursday,BOM
13306,Y6GTCJ,1,2013-09-12,2013-10-16 00:00:00,2013-10-16 00:00:00,39,12.82051282,5.128205128,30.59,0.0,1,0,0,Thursday,DEL
13307,KMKU8G,1,2013-09-06,2013-09-10 00:00:00,2013-09-10 00:00:00,46,0.0,0.0,40.02,0.0,1,0,0,Thursday,BOM
13308,2YMQ6A,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,4,25.0,0.0,40.02,0.0,1,0,0,Monday,BOM
13309,FNBGMJ,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,4,0.0,0.0,40.02,0.0,1,0,0,Wednesday,BOM
13310,J5X5ZU,1,2013-09-12,2013-10-16 00:00:00,2013-10-16 00:00:00,26,30.76923077,7.692307692,31.07,0.0,1,0,0,Thursday,BOM
13311,42EWWA,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,20,30.0,0.0,80.0,0.0,1,0,0,Friday,MAA
13312,XCTW84,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,37,0.0,0.0,85.7,0.0,1,0,0,Monday,BOM
13313,CWHTPL,1,2013-09-12,2013-09-23 00:00:00,2013-09-23 00:00:00,35,20.0,11.42857143,48.11,0.0,1,0,0,Thursday,BOM
13314,AL89E9,0,2013-09-12,2013-10-16 00:00:00,2013-10-16 00:00:00,16,50.0,18.75,29.15,0.0,1,0,0,Friday,BOM
13315,E5GYV9,1,2013-09-12,2013-09-16 00:00:00,2013-09-16 00:00:00,36,19.44444444,11.11111111,87.38,0.0,1,0,0,Tuesday,BOM
13316,SGRQ89,1,2013-09-12,2013-11-13 00:00:00,2013-11-13 00:00:00,21,28.57142857,4.761904762,40.0,0.0,1,0,0,Monday,MAA
13317,H6YJTS,0,2013-09-12,2013-09-13 00:00:00,2013-09-13 00:00:00,3,33.33333333,0.0,40.02,0.0,1,0,0,Monday,MAA
13318,NN23RY,1,2013-09-12,2013-09-30 00:00:00,2013-10-30 00:00:00,41,9.756097561,2.43902439,35.39,0.066666667,1,0,0,Thursday,BOM
13319,ALL4FB,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,37,2.702702703,2.702702703,58.43,0.0,1,0,0,Friday,BOM
13320,GA8X7Q,1,2013-09-12,2013-09-15 00:00:00,2013-12-11 00:00:00,41,19.51219512,2.43902439,58.49,0.034482759,1,0,0,Friday,BOM
13321,KWU9SU,0,2013-09-05,2013-09-12 00:00:00,2014-01-18 00:00:00,6,33.33333333,0.0,48.1,0.015625,1,0,0,Tuesday,BLR
13322,SV4DEN,1,2013-09-12,2013-09-15 00:00:00,2013-09-22 00:00:00,23,21.73913043,0.0,156.61,0.285714286,1,0,0,Monday,BOM
13323,CXLUUW,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,18,5.555555556,0.0,61.88,0.0,1,0,0,Monday,BOM
13324,KHDNCX,1,2013-09-12,2013-09-17 00:00:00,2014-01-09 00:00:00,48,16.66666667,4.166666667,56.53,0.078947368,1,0,0,Friday,DEL
13325,AEFTA3,0,2013-09-04,2013-09-05 00:00:00,2013-09-05 00:00:00,4,25.0,0.0,40.02,0.0,1,0,0,Tuesday,BOM
13326,99QHSG,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,38,5.263157895,2.631578947,40.02,0.0,1,0,0,Wednesday,BOM
13327,6T4YEG,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,36,2.777777778,2.777777778,40.02,0.0,1,0,0,Monday,BOM
13328,8J9UH3,1,2013-09-12,2013-09-13 00:00:00,2013-09-13 00:00:00,36,0.0,0.0,154.72,0.0,1,0,0,Monday,BOM
13329,WRNZHX,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,4,0.0,0.0,40.25,0.0,1,0,0,Tuesday,BOM
13330,TRY5Z5,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,45,2.222222222,0.0,40.02,0.0,1,0,0,Wednesday,BOM
13331,SLBYVR,1,2013-09-04,2013-09-12 00:00:00,2013-09-12 00:00:00,46,4.347826087,2.173913043,40.25,0.0,1,0,0,Friday,DEL
13332,FK5UZT,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,4,0.0,0.0,143.3,0.0,1,0,0,Saturday,BLR
13333,FWLU2Q,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,3,0.0,0.0,40.02,0.0,1,0,0,Tuesday,BOM
13334,RR888H,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,2,50.0,0.0,111.34,0.0,1,0,0,Tuesday,BOM
13335,VR7QPV,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,45,24.44444444,0.0,40.02,0.0,1,0,0,Tuesday,BOM
13336,W289YT,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,5,80.0,0.0,40.02,0.0,1,0,0,Wednesday,DEL
13337,A47GTZ,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,39,28.20512821,2.564102564,40.02,0.0,1,0,0,Monday,BOM
13338,5UKWHZ,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,44,6.818181818,2.272727273,40.0,0.0,1,0,0,Saturday,MAA
13339,FEK74B,1,2013-08-27,2013-10-09 00:00:00,2013-12-15 00:00:00,43,23.25581395,2.325581395,94.95,0.059701493,1,0,0,Monday,MAA
13340,3HYXNS,1,2013-09-12,2013-09-12 00:00:00,2013-12-11 00:00:00,42,52.38095238,28.57142857,55.73,0.1,1,0,0,Friday,MAA
13341,T9L8FC,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,45,2.222222222,0.0,40.02,0.0,1,0,0,Tuesday,BOM
13342,W8P5XJ,0,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,3,66.66666667,66.66666667,40.02,0.0,1,0,0,Friday,BOM
13343,HN6XGY,1,2013-09-12,2013-09-12 00:00:00,2013-09-12 00:00:00,44,11.36363636,0.0,40.02,0.0,1,0,0,Friday,BOM
13344,GRJH3P,1,2013-09-09,2013-09-14 00:00:00,2013-09-14 00:00:00,36,2.777777778,0.0,83.07,0.0,1,0,0,Tuesday,MAA
13345,J36FL2,1,2014-01-14,2014-01-14 00:00:00,2014-01-14 00:00:00,36,13.88888889,5.555555556,35.0,0.0,1,0,0,Tuesday,MAA
13346,YHNP9C,1,2013-09-13,2013-09-13 00:00:00,2013-09-13 00:00:00,46,6.52173913,0.0,40.02,0.0,1,0,0,Tuesday,BOM
13347,P5D9QM,1,2013-08-30,2013-09-10 00:00:00,2013-10-23 00:00:00,27,100.0,88.88888889,54.58,0.093023256,1,1,0,Friday,BOM
13348,HXKXTT,1,2013-09-09,2013-09-09 00:00:00,2013-09-09 00:00:00,36,5.555555556,0.0,51.39,0.0,1,0,0,Tuesday,BOM
13349,VCT33M,0,2013-09-13,2013-09-13 00:00:00,2013-09-13 00:00:00,2,100.0,50.0,76.52,0.0,1,0,0,Tuesday,BOM
13350,D7PFGK,1,2013-09-13,2013-09-23 00:00:00,2013-09-23 00:00:00,46,4.347826087,0.0,40.0,0.0,1,0,0,Thursday,BLR
13351,3MU9KY,0,2013-09-13,2013-09-13 00:00:00,2013-10-06 00:00:00,3,33.33333333,0.0,56.11,0.086956522,1,0,0,Monday,BOM
13352,VVZN8M,0,2013-09-13,2013-09-13 00:00:00,2013-09-13 00:00:00,3,0.0,0.0,40.02,0.0,1,0,0,Tuesday,DEL
13353,HESH23,1,2013-09-13,2013-09-13 00:00:00,2013-09-13 00:00:00,36,11.11111111,5.555555556,40.02,0.0,1,0,0,Monday,BOM
13354,E53A6B,0,2013-09-13,2013-09-13 00:00:00,2013-09-13 00:00:00,4,25.0,0.0,56.49,0.0,1,0,0,Wednesday,MAA
13355,R5R274,1,2013-09-13,2013-09-13 00:00:00,2013-09-13 00:00:00,40,37.5,5.0,40.02,0.0,1,0,0,Monday,BOM
13356,J8MWEB,0,2013-09-13,2013-09-13 00:00:00,2013-09-13 00:00:00,3,100.0,0.0,40.02,0.0,1,0,0,Tuesday,BOM
13357,QRVXM4,1,2013-09-13,2013-09-14 00:00:00,2014-01-19 00:00:00,39,48.71794872,17.94871795,59.18,0.023622047,1,0,0,Monday,BOM
13358,37MDG5,1,2013-09-13,2013-09-13 00:00:00,2013-09-13 00:00:00,46,13.04347826,2.173913043,40.02,0.0,1,0,0,Friday,BOM
13359,ACRSFT,0,2013-09-13,2013-09-13 00:00:00,2013-09-13 00:00:00,3,0.0,0.0,40.25,0.0,1,0,0,Monday,MAA
13360,228RLR,1,2013-09-13,2013-09-13 00:00:00,2013-09-13 00:00:00,38,0.0,0.0,40.02,0.0,1,0,0,Friday,BOM
13361,LYGRWK,1,2013-09-13,2013-09-13 00:00:00,2013-09-13 00:00:00,45,2.222222222,0.0,57.41,0.0,1,0,0,Monday,BOM
13362,48GGJK,1,2013-09-13,2013-09-13 00:00:00,2013-09-13 00:00:00,44,6.818181818,0.0,40.02,0.0,1,0,0,Friday,BOM
13363,PDRWUB,1,2013-09-13,2013-09-13 00:00:00,2013-09-13 00:00:00,37,8.108108108,8.108108108,81.43,0.0,1,0,0,Monday,DEL
13364,GQ9HKA,0,2013-09-13,2013-09-13 00:00:00,2013-09-13 00:00:00,2,100.0,0.0,40.02,0.0,1,0,0,Tuesday,BOM
13365,R2G5SS,0,2013-09-13,2013-09-13 00:00:00,2013-09-13 00:00:00,2,100.0,0.0,40.02,0.0,1,0,0,Tuesday,BOM
